category_id,category,month,rank,series_id,name,global_name,units,price,link,image_url,series_url,manufacturer,manufacturer_ja
4,纯电动,2026-06,47,7364,纳米01,Nami 01,4342,5.98-13.98万,https://www.autohome.com.cn/7364/#pvareaid=6861512,./images/by_series/7364_7f065923.png,https://www.autohome.com.cn/7364/#pvareaid=6861512,东风奕派,東風奕派
4,纯电动,2026-06,48,7554,小鹏P7+,Xpeng P7+,4261,18.68-19.88万,https://www.autohome.com.cn/7554/#pvareaid=6861512,./images/by_series/7554_3cc640a0.png,https://www.autohome.com.cn/7554/#pvareaid=6861512,小鹏,Xpeng
4,纯电动,2026-06,49,7588,海豹06,シール06 (Seal 06),4255,9.68-13.98万,https://www.autohome.com.cn/7588/#pvareaid=6861512,./images/by_series/7588_ab6bcab0.png,https://www.autohome.com.cn/7588/#pvareaid=6861512,比亚迪,BYD
4,纯电动,2026-06,50,7687,乐道L60,ONVO L60,4196,19.28-25.59万,https://www.autohome.com.cn/7687/#pvareaid=6861512,./images/by_series/7687_93b3e6cf.png,https://www.autohome.com.cn/7687/#pvareaid=6861512,乐道,ONVO（楽道）
5,插电混动,2026-06,1,5279,宋Pro新能源,Sealion 5 DM-i,17439,10.28-13.38万,https://www.autohome.com.cn/5279/#pvareaid=6861512,./images/by_series/5279_86a833e8.png,https://www.autohome.com.cn/5279/#pvareaid=6861512,比亚迪,BYD
5,插电混动,2026-06,2,8171,钛7,レオパード7 (Leopard 7),15165,17.98-23.98万,https://www.autohome.com.cn/8171/#pvareaid=6861512,./images/by_series/8171_689f1f04.png,https://www.autohome.com.cn/8171/#pvareaid=6861512,方程豹,Fangchengbao（方程豹）
5,插电混动,2026-06,3,7807,海狮05 DM-i,海獅05 DM-i,11270,9.79-14.28万,https://www.autohome.com.cn/7807/#pvareaid=6861512,./images/by_series/7807_039414c6.png,https://www.autohome.com.cn/7807/#pvareaid=6861512,比亚迪,BYD
5,插电混动,2026-06,4,5964,秦PLUS,Qin PLUS,10880,7.98-17.98万,https://www.autohome.com.cn/5964/#pvareaid=6861512,./images/by_series/5964_f0d2ce56.png,https://www.autohome.com.cn/5964/#pvareaid=6861512,比亚迪,BYD
5,插电混动,2026-06,5,7298,哈弗猛龙新能源,Raptor,7603,17.38-20.88万,https://www.autohome.com.cn/7298/#pvareaid=6861512,./images/by_series/7298_42eef3f4.png,https://www.autohome.com.cn/7298/#pvareaid=6861512,哈弗,Haval（哈弗）
5,插电混动,2026-06,6,7981,海豹05 DM-i,シール05 DM-i (Seal 05 DM-i),7246,7.98-10.38万,https://www.autohome.com.cn/7981/#pvareaid=6861512,./images/by_series/7981_606582c2.png,https://www.autohome.com.cn/7981/#pvareaid=6861512,比亚迪,BYD
5,插电混动,2026-06,7,7578,秦L,Qin L,6827,9.68-15.38万,https://www.autohome.com.cn/7578/#pvareaid=6861512,./images/by_series/7578_a18a8044.png,https://www.autohome.com.cn/7578/#pvareaid=6861512,比亚迪,BYD
5,插电混动,2026-06,8,6459,岚图梦想家,Lantu Dreamer,5957,30.99-70.99万,https://www.autohome.com.cn/6459/#pvareaid=6861512,./images/by_series/6459_f46dc587.png,https://www.autohome.com.cn/6459/#pvareaid=6861512,岚图汽车,岚图汽车
